,status,duration,credit_history,purpose,amount,savings,employment_duration,installment_rate,personal_status_sex,other_debtors,present_residence,property,age,other_installment_plans,housing,number_credits,job,people_liable,telephone,foreign_worker,credit_risk
34,1,3.1780538303479458,2,10,7.470224135899966,1,5,4,2,3,4,1,4.060443010546419,3,2,1,2,2,2,2,1
35,4,2.8903717578961645,4,0,6.93537044601511,1,3,4,2,1,3,1,3.58351893845611,3,2,2,3,2,1,2,1
36,2,3.1780538303479458,4,9,7.946263643580541,5,4,4,3,1,3,4,3.5263605246161616,3,2,2,3,1,2,2,1
37,2,2.8903717578961645,2,6,7.122059881629142,5,3,4,3,1,4,4,4.110873864173311,3,3,1,3,2,1,2,1
38,4,3.1780538303479458,2,9,7.1372784372603855,1,4,4,3,1,1,1,3.2188758248682006,3,2,1,3,2,2,2,1
39,4,3.1780538303479458,2,0,7.295735072749282,2,2,4,4,1,3,1,3.4965075614664802,3,2,1,3,2,2,2,1
40,4,2.4849066497880004,2,0,6.461468176353717,1,3,4,1,1,2,1,3.8918202981106265,3,2,1,2,2,1,2,1
41,3,3.58351893845611,2,3,8.273591798199632,1,3,2,3,1,2,1,3.1354942159291497,3,2,1,3,2,2,2,1
42,4,2.4849066497880004,4,3,7.754052639035757,5,5,1,3,2,4,1,3.8918202981106265,3,2,1,3,2,2,2,1
43,4,3.1780538303479458,2,1,8.750366278367625,5,5,3,3,1,4,3,3.713572066704308,3,2,1,4,1,2,2,1
44,1,2.4849066497880004,4,3,5.953243334287785,1,4,4,2,1,3,1,4.060443010546419,3,2,4,2,2,2,2,1
45,4,2.4849066497880004,4,3,7.411556287811163,1,5,2,3,1,4,1,4.143134726391533,3,2,2,2,2,2,2,1
46,1,2.70805020110221,2,3,6.959398512133975,1,2,4,4,1,2,1,3.295836866004329,3,2,1,3,2,1,1,1
47,4,3.044522437723423,2,3,8.058327306580958,5,5,4,3,1,3,2,3.713572066704308,3,2,1,3,2,2,2,1
48,4,3.58351893845611,2,0,8.0323601479245,5,3,4,3,1,4,1,3.58351893845611,3,2,1,3,2,1,2,1
49,4,2.4849066497880004,4,0,7.0587581525186645,3,3,4,3,1,4,1,3.784189633918261,3,2,1,3,2,2,2,1
50,4,3.1780538303479458,2,1,7.893198869544609,1,2,4,2,1,1,4,3.367295829986474,3,2,1,4,2,2,2,1
51,4,3.871201010907891,4,3,8.182559264068665,5,5,4,3,1,1,1,3.8501476017100584,3,2,1,3,2,2,2,1
52,4,3.58351893845611,3,0,9.294221855956884,1,5,2,3,1,2,3,3.8066624897703196,3,2,2,3,1,2,2,1
53,4,1.791759469228055,4,3,7.1204443723924875,2,3,1,2,1,1,2,3.295836866004329,3,2,2,3,2,1,2,1
54,2,2.4849066497880004,2,3,7.356918242356021,1,3,1,2,1,1,3,3.091042453358316,3,2,1,3,2,2,2,1
55,4,3.1780538303479458,3,0,7.616775808698373,1,5,4,3,1,4,4,4.0943445622221,3,3,2,3,2,2,2,1
56,2,3.044522437723423,4,2,7.917536353943631,4,4,3,3,1,2,3,3.4657359027997265,3,2,2,3,2,2,2,1
57,4,3.4011973816621555,2,3,7.532088143541722,5,5,4,3,1,4,3,4.060443010546419,3,2,1,3,2,2,2,1
58,4,3.1780538303479458,2,2,6.834108738813838,5,4,4,3,1,2,3,3.4339872044851463,2,2,1,3,2,2,2,1
59,3,2.4849066497880004,2,3,8.131236549696116,5,5,2,3,1,3,3,3.6109179126442243,3,2,1,4,2,1,2,1
60,2,2.1972245773362196,2,2,7.615791072035833,5,4,2,3,1,1,3,3.1780538303479458,3,2,1,3,2,2,2,1
61,4,3.044522437723423,4,1,8.094073148069352,1,5,1,3,1,4,3,3.58351893845611,3,2,1,4,2,2,2,1
62,4,3.1780538303479458,4,0,7.570443252057374,4,5,4,3,1,4,1,4.0943445622221,3,2,1,3,2,2,2,1
63,4,2.70805020110221,2,3,7.590346945602565,5,5,4,3,1,2,3,3.5553480614894135,3,2,1,3,2,1,2,1
64,4,3.58351893845611,4,3,8.114324709155339,5,5,4,3,1,2,3,3.9318256327243257,3,2,1,3,2,2,2,1
65,3,2.70805020110221,4,1,7.7664168980196555,3,3,2,3,1,2,3,3.58351893845611,3,2,1,3,2,2,2,1
66,4,2.70805020110221,4,2,7.326465613840322,5,5,4,3,1,4,2,4.143134726391533,3,2,1,3,2,1,2,1
67,1,2.4849066497880004,2,0,8.202756381655638,4,3,1,3,1,3,2,3.4339872044851463,3,2,1,3,1,1,2,1
68,4,3.1780538303479458,4,1,7.76046702921342,1,4,4,3,1,3,3,3.5553480614894135,3,2,2,3,2,2,2,1
69,4,3.58351893845611,3,3,8.401557847817314,1,3,4,2,1,4,1,3.5263605246161616,3,2,2,3,2,1,2,1
70,1,1.791759469228055,4,0,6.501289670540389,4,4,3,2,1,4,1,3.6635616461296463,3,2,2,2,2,2,2,1
71,2,3.1780538303479458,3,0,7.583247524303362,5,3,4,2,1,4,3,3.7376696182833684,3,1,2,3,2,2,2,1
72,2,2.4849066497880004,4,0,7.598399329323964,2,2,4,3,1,1,3,3.295836866004329,3,2,1,3,2,1,2,1
73,2,3.4011973816621555,2,3,8.003363058629947,5,5,2,2,1,4,3,3.2188758248682006,3,2,1,3,2,1,2,1
74,2,3.4011973816621555,0,9,8.347827345782498,1,3,2,2,1,1,3,3.332204510175204,3,2,2,3,2,1,2,1
75,1,2.1972245773362196,2,3,7.218176838403408,1,4,3,3,1,4,1,4.07753744390572,3,2,1,3,2,1,2,1
76,2,2.4849066497880004,4,3,8.181160858023409,1,3,1,2,1,1,1,3.1354942159291497,3,2,1,2,2,1,2,1
77,1,2.1972245773362196,2,2,7.666690200080086,1,3,3,3,1,2,1,3.2188758248682006,3,2,1,3,2,1,2,1
78,4,3.1780538303479458,4,2,8.236685322712457,4,3,4,3,1,4,1,3.6888794541139363,3,2,1,3,2,2,2,1
79,2,3.58351893845611,3,0,8.913550280493675,1,3,2,2,1,2,2,3.9889840465642745,3,1,1,3,2,1,2,1
80,4,3.1780538303479458,2,0,7.239214973779806,1,3,2,3,3,2,1,3.4339872044851463,3,2,1,3,2,2,2,1
81,4,2.4849066497880004,4,9,7.252762418053187,1,3,4,2,3,2,1,3.367295829986474,3,2,2,4,2,2,2,1
82,4,3.1780538303479458,2,3,7.334981878871814,1,2,4,2,1,3,3,3.6375861597263857,2,2,1,3,2,2,2,1
83,4,2.4849066497880004,4,6,7.60688453121963,5,4,4,2,1,2,3,4.110873864173311,3,2,1,3,2,1,2,1
84,1,1.791759469228055,2,2,6.059123195581797,1,5,2,2,1,1,2,3.8918202981106265,1,2,1,3,2,2,2,1
85,2,2.4849066497880004,4,0,7.768956044538332,3,4,3,1,1,3,3,3.58351893845611,3,2,1,4,2,2,2,1
86,4,2.4849066497880004,2,2,6.637258031284457,1,3,4,2,1,1,1,3.258096538021482,3,2,1,3,2,2,2,1
87,2,3.044522437723423,2,2,8.288031567776464,5,4,2,3,1,3,3,3.5553480614894135,3,2,1,3,2,2,2,1
88,2,2.1972245773362196,4,2,7.5595594960077,1,4,4,3,1,3,3,3.5553480614894135,3,1,1,3,2,2,2,1
89,4,3.1780538303479458,2,1,7.864419904994565,4,3,2,2,1,4,3,3.332204510175204,3,1,1,3,2,2,2,1
90,4,2.1972245773362196,4,6,6.841615476477592,3,5,4,3,1,2,3,3.9512437185814275,3,2,2,3,2,2,2,1
91,4,3.1780538303479458,2,2,8.026823576217629,3,5,4,3,1,3,4,3.4657359027997265,3,1,1,3,2,2,2,1
92,2,3.58351893845611,2,3,8.475328987317539,1,2,4,2,1,1,4,3.4011973816621555,3,2,1,4,2,2,2,1
93,4,3.58351893845611,4,1,8.672828482947686,1,5,2,3,1,2,2,3.5553480614894135,3,2,2,3,1,2,2,1
94,2,1.791759469228055,2,3,7.631916513071252,1,2,4,4,1,3,3,3.4011973816621555,3,1,1,4,2,2,2,1
95,4,2.70805020110221,4,3,7.285506548522785,1,3,4,2,1,2,3,3.7612001156935624,3,2,1,2,2,1,2,1
96,4,2.70805020110221,2,3,7.10085190894405,3,5,4,3,1,3,2,3.8501476017100584,2,2,1,3,2,2,2,1
97,4,3.1780538303479458,4,3,8.537583881063972,1,2,3,4,1,3,4,3.8501476017100584,3,3,3,3,2,2,2,1
98,4,2.70805020110221,2,4,6.773080375655535,5,2,4,2,1,1,1,3.1780538303479458,3,2,1,3,2,1,2,1
99,4,1.791759469228055,2,2,7.999007213243955,3,3,1,3,1,2,3,3.4657359027997265,3,2,1,3,2,2,2,1
100,4,3.1780538303479458,4,3,7.962763930168115,2,5,3,3,1,4,1,3.58351893845611,3,2,1,3,1,2,2,1
101,3,3.1780538303479458,2,2,7.562681246721884,1,3,2,3,1,2,1,3.258096538021482,3,2,1,3,2,1,2,1
102,4,2.8903717578961645,2,2,7.83002808253384,1,3,3,3,1,4,1,3.7612001156935624,3,2,1,3,2,2,2,1
103,3,1.791759469228055,2,2,7.65728279297819,1,3,2,3,1,2,1,3.713572066704308,3,2,1,3,2,2,2,1
104,4,2.8903717578961645,2,3,7.2813856635702825,1,2,3,2,1,1,1,3.258096538021482,3,2,1,3,2,1,2,1
105,4,2.302585092994046,2,0,7.218176838403408,1,3,2,2,1,4,3,4.1588830833596715,3,2,1,3,2,2,2,1
106,4,1.791759469228055,2,2,7.341483852363161,4,3,4,1,1,2,1,3.4965075614664802,3,2,1,3,2,1,2,1
107,1,3.1780538303479458,1,0,7.751475318021456,2,4,2,3,1,3,3,3.4657359027997265,1,2,1,3,2,1,2,1
108,2,1.791759469228055,4,8,6.837332814685591,5,4,1,2,1,3,2,3.6635616461296463,3,2,2,2,2,1,2,1
109,4,3.58351893845611,2,3,8.251924713801357,5,5,2,2,1,4,1,3.8066624897703196,3,2,1,2,2,2,2,1
110,2,3.1780538303479458,2,3,8.533853632309345,5,5,2,2,1,4,3,3.7376696182833684,3,2,1,3,2,2,2,1
111,4,2.1972245773362196,4,2,7.785720896534624,1,1,2,3,1,3,3,3.4339872044851463,3,2,1,4,2,1,2,1
112,4,3.58351893845611,2,3,7.780720886117918,5,3,4,2,1,4,3,3.2188758248682006,3,2,1,3,2,1,2,1
113,1,3.1780538303479458,2,1,7.994294986415977,5,5,4,3,1,4,4,3.8918202981106265,1,3,1,3,1,2,2,1
114,1,2.4849066497880004,2,2,7.140453043101158,5,5,2,1,1,4,2,3.8918202981106265,3,2,1,2,2,2,2,1
115,4,2.4849066497880004,2,9,7.340835554123275,1,4,2,3,1,4,3,3.58351893845611,3,2,1,3,2,2,2,1
116,2,3.1780538303479458,4,3,7.463363045520021,1,5,4,3,1,2,2,3.871201010907891,3,2,2,2,2,1,2,1
117,3,2.4849066497880004,1,3,6.013715156042802,4,3,3,2,1,3,1,3.7376696182833684,3,1,2,3,2,1,2,1
118,4,2.4849066497880004,2,3,7.682943169878292,1,2,2,2,1,2,3,3.367295829986474,1,2,1,3,2,1,2,1
119,4,3.871201010907891,4,1,9.089076284483143,5,4,2,3,1,1,4,3.5553480614894135,3,3,2,3,2,2,2,1
120,2,3.1780538303479458,2,0,8.163940954755008,2,4,2,3,1,3,3,3.6375861597263857,1,2,2,3,2,2,2,1
121,4,3.1780538303479458,4,3,7.895063498091573,1,3,4,3,1,2,1,3.5553480614894135,3,2,2,2,2,1,2,1
122,4,3.4011973816621555,4,3,8.691818541575723,1,4,3,3,2,2,3,3.6375861597263857,3,2,1,3,2,1,2,1
123,2,2.4849066497880004,4,2,8.193400231952097,1,5,1,3,1,4,3,3.332204510175204,3,1,3,3,2,2,2,1
124,4,2.4849066497880004,4,3,7.1631723908466425,1,3,4,2,1,2,2,3.5553480614894135,3,2,2,3,2,1,2,1
125,3,3.1780538303479458,4,9,7.150701457592526,4,3,2,1,1,4,1,3.58351893845611,3,2,2,3,2,2,2,1
126,4,3.1780538303479458,2,2,8.287025025165063,1,4,2,2,1,4,2,3.2188758248682006,3,1,1,3,2,2,2,1
127,4,2.70805020110221,4,2,8.114623886420098,1,3,4,3,1,2,4,3.332204510175204,3,3,1,3,2,2,2,1
128,3,2.70805020110221,2,6,5.971261839790462,1,2,4,2,1,4,2,3.1354942159291497,3,1,1,3,2,2,2,1
129,4,2.1972245773362196,4,0,7.665753431861699,1,3,4,3,1,4,3,3.871201010907891,3,2,3,3,2,2,2,1
130,4,3.4011973816621555,4,3,8.660600654710967,1,4,4,2,1,2,3,3.2188758248682006,3,2,2,3,2,1,2,1
131,4,3.1780538303479458,4,9,8.417593826193484,1,3,3,3,1,2,1,4.30406509320417,3,2,1,4,2,2,2,1
132,4,2.70805020110221,4,2,7.933079771880415,1,4,2,2,2,3,3,3.1780538303479458,1,2,2,3,2,1,2,1
133,4,1.791759469228055,4,3,7.231287004327616,1,3,1,2,1,1,3,3.332204510175204,3,2,2,3,2,2,2,1
134,3,3.58351893845611,2,3,8.673855001429615,1,3,4,3,1,1,3,3.1780538303479458,3,2,1,3,2,1,2,1
135,3,2.4849066497880004,2,3,7.167809184316444,1,3,3,4,1,4,1,3.1354942159291497,3,1,1,3,2,1,2,1
136,4,3.1780538303479458,2,3,7.347299700743164,1,4,3,3,1,1,3,3.4657359027997265,1,2,1,3,1,1,2,1
137,4,2.4849066497880004,2,3,7.5822291942764615,1,4,4,3,1,2,3,3.4339872044851463,3,1,2,4,1,2,2,1
138,4,3.1780538303479458,2,3,8.081784206935001,3,5,3,1,1,2,3,3.58351893845611,3,2,1,4,2,2,2,1
139,4,3.1780538303479458,4,9,8.328209491748732,2,3,3,3,1,3,2,3.295836866004329,3,2,2,2,2,2,2,1
140,2,2.4849066497880004,4,1,7.4977617006225685,2,2,3,3,1,4,2,3.784189633918261,3,2,1,3,2,1,2,1
141,4,2.8903717578961645,2,9,7.575584651557793,1,4,4,3,1,1,3,3.5263605246161616,2,2,2,3,2,2,2,1
142,4,3.871201010907891,3,3,9.453208116138121,3,4,4,3,1,1,3,3.6109179126442243,3,2,1,4,2,2,2,1
143,4,2.1972245773362196,2,4,7.119635638017636,1,2,1,2,1,4,1,3.1354942159291497,3,1,1,3,2,2,2,1
144,4,2.8903717578961645,4,0,6.961296045910167,1,2,4,2,1,1,2,3.4011973816621555,3,2,2,3,2,1,2,1
145,1,3.4011973816621555,0,9,8.996156562033445,5,2,2,3,1,3,3,3.2188758248682006,1,2,3,3,2,1,2,1
146,4,3.4011973816621555,4,3,7.9483852851118995,1,3,4,2,1,2,3,3.4965075614664802,3,2,1,3,2,2,2,1
147,4,2.1972245773362196,2,9,7.278628942320682,1,4,3,2,1,2,3,3.295836866004329,3,2,2,3,2,1,2,1
148,4,3.58351893845611,2,9,8.655562860681009,2,4,2,3,1,2,3,3.4339872044851463,3,2,2,3,2,2,2,1
149,4,2.4849066497880004,2,0,7.779048644925556,5,5,4,3,1,3,3,3.912023005428146,3,2,1,3,2,2,2,1
150,4,3.1780538303479458,2,3,8.140315540159985,3,5,3,3,1,2,3,3.4339872044851463,3,2,1,3,1,2,2,1
151,2,3.58351893845611,2,6,7.728855823852543,1,4,3,3,1,1,3,3.4657359027997265,3,2,2,3,1,1,2,1
152,3,3.044522437723423,2,0,7.980365765111246,2,3,1,2,1,1,3,3.332204510175204,1,2,1,4,2,2,2,1
153,4,3.1780538303479458,2,3,7.550135342488429,2,3,4,3,1,4,3,3.367295829986474,3,1,1,4,2,2,2,1
154,2,3.871201010907891,2,0,9.046290859969677,5,4,1,2,1,2,3,3.1780538303479458,3,2,1,3,2,1,2,1
155,4,3.1780538303479458,2,0,7.720905251936779,5,2,4,3,1,1,2,3.9889840465642745,3,2,1,3,2,1,2,1
156,4,2.4849066497880004,2,3,7.140453043101158,1,3,3,3,1,2,3,3.2188758248682006,3,2,1,3,2,1,2,1
157,4,3.4965075614664802,4,1,8.889170455363413,1,4,3,3,1,2,3,3.5553480614894135,3,2,2,4,2,2,2,1
158,4,1.791759469228055,4,0,8.818926087090677,1,4,1,3,1,3,4,3.8066624897703196,3,2,2,4,1,2,2,1
159,4,2.8903717578961645,4,2,7.504942068396171,1,3,4,2,1,2,4,3.332204510175204,3,2,2,3,2,1,2,1
160,4,3.871201010907891,1,9,8.19118600464279,1,3,1,2,1,1,1,3.295836866004329,2,2,1,3,2,1,2,1
161,4,3.4011973816621555,2,3,7.75491027202143,3,5,4,3,1,2,3,3.4011973816621555,1,2,1,4,2,1,2,1
162,3,2.8903717578961645,1,3,7.275864600546533,5,4,4,3,1,4,3,3.8918202981106265,1,2,1,2,2,1,2,1
163,1,3.1780538303479458,2,2,8.951699168308815,5,2,1,2,1,2,2,3.4011973816621555,3,2,1,3,2,2,1,1
164,1,3.044522437723423,2,0,8.232971790593437,5,4,2,3,2,2,1,3.1780538303479458,3,2,1,2,2,1,1,1
165,2,2.8903717578961645,2,9,8.398184404834035,1,5,1,3,2,1,1,3.4965075614664802,1,2,1,4,2,2,2,1
166,2,2.70805020110221,2,3,7.275172319452771,5,2,4,3,1,1,2,3.1354942159291497,3,2,1,3,2,1,2,1
167,2,3.871201010907891,1,0,9.4066470133368,5,1,4,3,2,4,4,3.58351893845611,3,3,1,4,2,2,2,1
168,4,2.1972245773362196,2,3,7.920446505142607,2,5,3,3,2,4,3,3.5553480614894135,3,2,1,3,2,2,2,1
169,3,1.3862943611198906,2,0,7.309212365692763,5,2,1,3,1,2,1,3.367295829986474,3,2,1,2,1,1,1,1
170,1,3.1780538303479458,1,2,7.947325027016463,3,3,4,3,1,4,1,3.091042453358316,2,2,1,3,2,2,2,1
171,1,3.1780538303479458,1,2,7.817222785508166,3,3,4,3,1,4,1,3.091042453358316,2,2,1,3,2,2,2,1
172,3,1.791759469228055,4,0,7.1693500166706,1,3,1,3,1,1,1,4.30406509320417,3,2,3,1,1,1,1,1
173,2,2.1972245773362196,2,0,7.3453648404168685,5,2,4,3,1,2,1,3.5553480614894135,3,2,1,1,2,1,2,1
174,3,2.302585092994046,2,0,8.28121766128665,1,2,1,3,3,1,2,3.6109179126442243,3,2,1,2,1,1,2,1
175,4,2.302585092994046,2,1,7.972810784121404,5,2,1,2,1,4,1,3.4339872044851463,3,1,1,3,2,1,2,1
176,3,1.791759469228055,2,0,6.5638555265321274,4,2,2,4,1,2,1,3.295836866004329,3,2,1,1,2,1,1,1
177,1,3.8501476017100584,2,0,9.280052984387483,1,2,1,2,1,1,1,3.5553480614894135,3,2,1,2,2,2,2,1
178,4,2.302585092994046,2,0,7.160069207596127,5,5,4,3,2,2,2,3.8066624897703196,3,2,1,2,2,1,1,1
179,1,2.8903717578961645,1,3,7.570443252057374,1,2,3,3,2,4,4,3.58351893845611,1,3,1,4,2,2,2,1
180,3,3.4011973816621555,4,3,8.204124932574041,5,5,4,3,1,4,2,3.8918202981106265,2,2,2,2,2,1,2,1
181,4,3.1780538303479458,3,1,8.450839690866216,1,4,3,3,1,3,3,3.5553480614894135,3,2,2,2,2,2,2,1
182,4,3.295836866004329,3,1,9.061027968789174,4,3,2,3,1,2,3,3.295836866004329,3,2,2,3,2,1,2,1
183,1,2.8903717578961645,2,2,7.88570539124302,4,3,4,3,1,2,3,3.332204510175204,3,2,1,3,2,1,2,1
184,4,3.1780538303479458,4,3,7.323830566202317,4,3,4,2,1,1,1,3.7612001156935624,3,2,2,2,2,1,2,1
185,1,2.8903717578961645,2,0,8.384804003370492,2,3,3,3,1,4,3,3.5553480614894135,3,2,1,2,1,2,2,1
186,4,2.6390573296152584,3,0,6.687108607866515,1,3,4,3,1,2,3,3.295836866004329,3,2,2,2,2,1,2,1
187,4,3.044522437723423,2,9,7.360103972989152,4,5,4,2,1,4,1,3.58351893845611,1,2,1,2,2,1,2,1
188,2,3.871201010907891,1,9,8.179199798423086,2,4,4,3,1,2,3,3.4011973816621555,3,2,1,3,2,1,2,1
189,4,3.1780538303479458,2,3,7.15305163493748,1,5,4,3,1,1,1,3.58351893845611,3,2,1,4,2,2,2,1
190,4,3.6635616461296463,2,1,9.058121158998672,2,5,4,3,1,2,3,3.8066624897703196,3,2,1,4,2,2,2,1
191,1,3.4011973816621555,2,1,8.257644958208228,1,3,4,1,1,4,2,3.6888794541139363,3,2,1,4,2,2,2,1
192,1,3.1780538303479458,2,3,7.3796321526095525,1,5,4,2,1,4,3,4.007333185232471,3,2,1,3,2,1,2,1
193,4,3.044522437723423,2,2,7.714677473800927,1,5,4,3,1,2,1,3.912023005428146,3,2,2,3,2,1,2,1
194,1,3.1780538303479458,2,3,7.776535028185241,1,5,4,3,1,4,1,4.1588830833596715,1,1,1,2,2,1,2,1
195,4,1.3862943611198906,2,2,6.398594934535208,1,2,1,2,1,3,1,3.1354942159291497,3,1,1,2,1,1,2,1
196,4,3.6635616461296463,2,1,7.851271997109883,3,3,4,3,1,4,3,3.1780538303479458,3,2,1,3,2,1,2,1
197,4,2.8903717578961645,2,9,7.357556200910353,2,3,3,2,1,4,2,3.1780538303479458,3,1,1,2,2,1,2,1
198,4,2.8903717578961645,4,3,6.444131256700441,3,5,4,3,1,3,2,3.4657359027997265,1,2,2,4,2,2,2,1
199,4,1.791759469228055,1,3,7.4673710669175595,3,5,2,3,1,4,2,3.8066624897703196,1,2,1,2,1,1,2,1
200,4,2.8903717578961645,4,3,7.495541943884256,1,3,4,3,1,2,3,3.1780538303479458,3,2,2,3,2,1,2,1
201,4,3.1780538303479458,3,2,8.33110454805304,2,3,2,3,1,3,2,3.5553480614894135,3,2,2,3,2,1,2,1
202,2,2.70805020110221,2,5,7.875119281040293,2,3,3,2,1,2,1,3.2188758248682006,3,2,1,2,2,1,2,1
203,2,2.8903717578961645,3,0,7.972121128921655,5,5,4,3,1,4,3,3.7612001156935624,3,2,1,3,1,1,2,1
204,2,2.8903717578961645,3,5,8.73294952429643,1,3,2,3,1,4,1,3.784189633918261,3,2,1,2,1,2,2,1
205,4,2.4849066497880004,2,3,6.6895992691789665,1,5,4,3,1,4,3,3.6375861597263857,3,2,1,3,2,1,2,1
206,4,3.58351893845611,2,3,8.187299270155147,1,5,4,3,1,2,3,3.332204510175204,3,2,1,3,2,1,2,1
207,4,3.58351893845611,4,1,8.650149418664864,4,5,4,3,1,2,3,3.6375861597263857,3,2,2,4,2,2,2,1
208,1,2.70805020110221,3,2,8.200562797008564,1,5,1,2,1,4,2,3.295836866004329,3,2,2,2,2,1,2,1
209,4,2.302585092994046,4,2,7.671360923190644,1,2,1,2,1,3,1,3.1354942159291497,3,1,2,3,2,1,2,1
210,4,1.6094379124341003,2,9,8.145549631783584,1,4,1,3,1,4,1,4.30406509320417,3,2,1,2,2,1,2,1
211,4,2.70805020110221,2,2,7.903965634032166,1,2,2,3,1,3,2,3.295836866004329,1,2,2,2,2,1,2,1
212,4,2.3978952727983707,4,0,7.239214973779806,1,2,4,2,1,4,3,3.5553480614894135,3,2,2,4,2,1,2,1
213,3,2.302585092994046,2,2,7.150701457592526,1,2,4,2,1,2,2,3.1354942159291497,3,2,1,3,2,1,2,1
214,4,2.1972245773362196,2,2,7.180069874302796,1,5,1,3,1,4,3,2.995732273553991,3,2,1,3,2,1,2,1
215,4,3.091042453358316,2,3,7.891704659330107,3,5,3,3,1,4,3,3.6888794541139363,3,2,1,3,2,1,2,1
216,2,2.1972245773362196,2,3,7.658227526161352,1,3,2,3,1,2,1,3.6109179126442243,3,2,1,2,1,1,2,1
